"DATASET SUELO INTELIGENTE + NASA POWER — SOCONUSCO, CHIAPAS  |  3,000 lecturas  |  25 parcelas  |  2015-2024",,,,,,,,,,,,,,,,,,,,,,,,,
"ID
Parcela",Cultivo,Municipio,Año,Mes,"Num
Mes","T
Total",pH,"Humedad
%","N
ppm","P
ppm","K
ppm","CE
dS/m","Temp
°C","Aplic.
N","Aplic.
P","Aplic.
K",Encal.,Estado,"NASA
T2M °C","NASA
RH2M %","NASA
Prec
mm/día","NASA
GWET
suelo",Lat,Lon,
P012,Cacao,Cacahoatán,2021,Nov,11,82,5.86,64.1,31.6,16.5,143.5,1.51,25.9,0,0,0,0,Precaución,24.9,79,2.52,0.641,14.99,-92.17,244
P012,Cacao,Cacahoatán,2021,Dic,12,83,5.87,50,28.7,16.8,143.5,1.6,25.4,0,0,0,0,Precaución,25.8,75.6,0.38,0.5,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Ene,1,84,5.77,41.6,38.2,19.5,146.3,1.62,25.7,8,4,6,0,Precaución,26,72.4,0,0.416,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Feb,2,85,5.82,34.9,30.5,17.8,146.1,1.66,26.5,0,0,0,0,Atención,26.7,72.2,0.54,0.349,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Mar,3,86,5.8,32.5,29.9,17.4,146.9,1.6,27.2,0,0,0,0,Atención,27.8,67.6,0.08,0.325,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Abr,4,87,5.84,38.8,28.6,16,138,1.61,27.8,0,0,0,0,Precaución,28.1,71.2,0.33,0.388,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,May,5,88,5.8,66,31.8,16.9,141.7,1.59,27.1,0,0,0,0,Precaución,27.7,73.8,4.85,0.66,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Jun,6,89,5.83,78.8,31.3,16.6,149.3,1.62,26,0,0,0,0,Precaución,27.1,87.4,8.92,0.788,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Jul,7,90,5.78,74.5,35.9,16.4,143,1.56,26,8,0,6,0,Precaución,26.3,83,7.52,0.745,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Ago,8,91,5.84,86.5,27.4,15.9,140,1.61,25.6,0,0,0,0,Precaución,26.2,86.6,7.04,0.865,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Sep,9,92,5.82,88.9,28.1,15.7,140.6,1.58,25.2,0,0,0,0,Atención,25.7,87.2,9.43,0.889,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Oct,10,93,5.79,78.4,28.6,17.9,143.2,1.63,25.8,0,0,0,0,Precaución,26,84.8,7.25,0.784,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Nov,11,94,5.76,67.5,28.2,17.1,139.7,1.59,25.7,0,0,0,0,Precaución,25.9,81.3,1.6,0.675,14.99,-92.17,244
P012,Cacao,Cacahoatán,2022,Dic,12,95,5.77,50,28.9,15.8,142.2,1.57,25.7,0,0,0,0,Precaución,26.2,73.5,0.45,0.5,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Ene,1,96,5.83,41.7,36.1,20.7,145,1.67,25.5,8,4,6,0.15,Precaución,26.2,70.5,0.47,0.417,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Feb,2,97,5.76,38.1,28.2,16.1,141.4,1.62,26,0,0,0,0,Precaución,26.4,73.8,0.71,0.381,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Mar,3,98,5.79,33.8,28.9,15.5,155.5,1.68,27.4,0,0,0,0,Atención,27.6,71.5,0.11,0.338,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Abr,4,99,5.77,38.7,28.9,18.1,149.1,1.68,27.6,0,0,0,0,Precaución,28.1,69.9,0.91,0.387,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,May,5,100,5.75,66.8,28.3,16.5,146.7,1.63,27.3,0,0,0,0,Precaución,28.2,76.2,3.9,0.668,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Jun,6,101,5.69,82.5,29.5,17.5,140.5,1.62,26.2,0,0,0,0,Precaución,26.2,85.7,7.53,0.825,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Jul,7,102,5.7,85.9,37.1,15.9,147,1.72,25.6,8,0,6,0,Precaución,26.3,85.5,8.06,0.859,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Ago,8,103,5.63,84.7,26.8,16,142.9,1.7,25.8,0,0,0,0,Precaución,25.8,86.2,7.13,0.847,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Sep,9,104,5.7,88.3,29.9,16.7,148.9,1.67,25.1,0,0,0,0,Atención,25.6,87.7,8.76,0.883,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Oct,10,105,5.67,78.6,29.8,16.6,142.8,1.65,25.2,0,0,0,0,Precaución,25.5,86.9,7.7,0.786,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Nov,11,106,5.64,58.5,27.7,16.3,146.5,1.66,25.4,0,0,0,0,Precaución,25.1,83.6,1.72,0.585,14.99,-92.17,244
P012,Cacao,Cacahoatán,2023,Dic,12,107,5.72,48.7,28.7,16.9,138.2,1.64,25.4,0,0,0,0,Precaución,25.6,73.9,0.65,0.487,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Ene,1,108,5.71,45.8,37,21.4,147.7,1.69,25.7,8,4,6,0,Precaución,25.8,73.9,0.47,0.458,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Feb,2,109,5.69,34.2,27.8,17.3,144.8,1.65,26.5,0,0,0,0,Atención,26.4,70.5,0.7,0.342,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Mar,3,110,5.66,39.5,28.8,17.3,145.1,1.64,27.4,0,0,0,0,Precaución,28.2,69.8,0.43,0.395,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Abr,4,111,5.61,47.4,30.1,18.1,146.8,1.64,28,0,0,0,0,Precaución,28.4,70.3,0,0.474,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,May,5,112,5.69,60.6,30.2,16.4,139.7,1.69,27.5,0,0,0,0,Precaución,28.7,78.5,3.91,0.606,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Jun,6,113,5.64,84.5,30.8,16.8,138.8,1.65,26.3,0,0,0,0,Precaución,26.7,88.4,7.75,0.845,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Jul,7,114,5.68,82,39.4,15.2,145.8,1.67,25.5,8,0,6,0,Precaución,26.6,85.1,7.57,0.82,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Ago,8,115,5.66,86.1,30.2,17.1,147,1.67,25.3,0,0,0,0,Precaución,25.9,87.7,7.73,0.861,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Sep,9,116,5.59,92.1,28.8,16.2,147.7,1.75,25.3,0,0,0,0,Atención,25.7,86.3,10.09,0.921,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Oct,10,117,5.68,79.7,28.5,15.7,146.9,1.65,25.3,0,0,0,0,Precaución,25.8,86.4,9.09,0.797,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Nov,11,118,5.69,65.9,28.2,16.3,140.4,1.65,25.7,0,0,0,0,Precaución,26,80,1.98,0.659,14.99,-92.17,244
P012,Cacao,Cacahoatán,2024,Dic,12,119,5.59,51.5,29.5,16.9,140.8,1.8,25.4,0,0,0,0,Precaución,26,79.2,0.41,0.515,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Ene,1,0,6.38,43,34.1,21.4,142.2,1.47,25.5,0,0,0,0,Óptimo,25.2,73.1,0.2,0.43,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Feb,2,1,6.48,39.7,32.7,19.1,135.8,1.48,26.3,0,0,0,0,Óptimo,25.8,70.8,0.53,0.397,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Mar,3,2,6.39,34.4,33.5,19.2,134.5,1.57,27,0,0,0,0,Precaución,27.6,69.6,0,0.344,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Abr,4,3,6.46,39.7,35.1,20.5,134.5,1.53,27.8,0,0,0,0,Precaución,27.3,71.8,0.77,0.397,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,May,5,4,6.39,69.9,46.2,20,141.6,1.52,27.3,12,0,8,0,Precaución,27.5,81.2,5.11,0.699,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Jun,6,5,6.35,82.1,34.9,20.2,139.1,1.51,26.2,0,0,0,0,Precaución,26.7,84.6,7.97,0.821,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Jul,7,6,6.38,89.3,33.1,20,137.4,1.5,25.9,0,0,0,0,Precaución,25.4,85.9,7.25,0.893,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Ago,8,7,6.35,78.6,33.5,18.7,139.6,1.54,25.7,0,0,0,0,Precaución,25.2,84.9,7.36,0.786,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Sep,9,8,6.39,83.4,45.7,25.6,138.6,1.51,25.7,12,6,8,0,Precaución,25.5,87.4,10.29,0.834,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Oct,10,9,6.34,83.3,32.5,19.6,141,1.53,25.5,0,0,0,0,Precaución,25.7,83.1,7.58,0.833,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Nov,11,10,6.37,58.5,32.9,19.7,134.7,1.53,24.8,0,0,0,0,Precaución,25.6,83.3,2.22,0.585,14.99,-92.17,244
P013,Maíz,Cacahoatán,2015,Dic,12,11,6.25,51.6,32.3,19.5,132.2,1.53,25.6,0,0,0,0,Precaución,25.2,76.1,0.27,0.516,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Ene,1,12,6.38,44.8,45.1,19.2,138.5,1.6,25,12,0,8,0,Precaución,26,71.9,1.59,0.448,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Feb,2,13,6.31,37.6,31,19.3,137.2,1.6,26.1,0,0,0,0,Precaución,26.6,70.8,0.5,0.376,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Mar,3,14,6.29,35.6,32.5,20,133,1.5,27.1,0,0,0,0,Óptimo,27.8,75,0.51,0.356,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Abr,4,15,6.26,44,32.8,19.1,134.8,1.53,27.9,0,0,0,0,Precaución,28.4,71.6,1.39,0.44,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,May,5,16,6.26,68.8,45.3,24.7,144.9,1.57,27.1,12,6,8,0,Precaución,27.7,79.5,3.71,0.688,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Jun,6,17,6.24,87.4,33.1,20.3,136.1,1.58,26,0,0,0,0,Precaución,26.3,85.1,8.16,0.874,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Jul,7,18,6.33,81,31.4,19.6,134.2,1.64,25.6,0,0,0,0,Precaución,25.9,86.1,7.24,0.81,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Ago,8,19,6.24,82,34.9,18,141.4,1.62,25.5,0,0,0,0,Precaución,25.4,85,8.74,0.82,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Sep,9,20,6.29,92.6,43.4,19.6,140.3,1.66,25.3,12,0,8,0,Precaución,25.4,86.1,8.37,0.926,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Oct,10,21,6.24,86.1,31.5,19.1,134.9,1.51,25.3,0,0,0,0,Precaución,25.7,84.4,8.04,0.861,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Nov,11,22,6.19,64.9,33.3,19.2,129.2,1.61,25.1,0,0,0,0,Precaución,25.6,83.3,1.58,0.649,14.99,-92.17,244
P013,Maíz,Cacahoatán,2016,Dic,12,23,6.2,49.4,34.4,19.4,137.9,1.55,25.5,0,0,0,0,Precaución,25.3,73.8,1.29,0.494,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Ene,1,24,6.4,45.5,46.6,25.2,146,1.56,25.5,12,6,8,0.2,Precaución,26.4,75.6,0.36,0.455,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Feb,2,25,6.19,35.5,32.2,17.1,133.7,1.64,25.8,0,0,0,0,Precaución,26.1,71.9,1.01,0.355,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Mar,3,26,6.15,40.6,33.6,18.8,135.4,1.64,27.7,0,0,0,0,Precaución,27.7,71.3,1.12,0.406,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Abr,4,27,6.2,38.2,32.3,19.2,134.8,1.58,27.3,0,0,0,0,Precaución,28.4,66.9,0.41,0.382,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,May,5,28,6.14,73.8,44.5,18.9,138.1,1.71,27.7,12,0,8,0,Precaución,27.1,80.7,4.54,0.738,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Jun,6,29,6.21,83.5,32.6,18.6,138.4,1.61,26,0,0,0,0,Precaución,26.9,84.9,8.33,0.835,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Jul,7,30,6.13,79.9,32,19.4,137.4,1.61,25.6,0,0,0,0,Precaución,25.7,84.5,7.89,0.799,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Ago,8,31,6.1,84.3,32.5,19,128.9,1.64,25.7,0,0,0,0,Precaución,26.6,88.4,8.31,0.843,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Sep,9,32,6.07,89,41.5,23.3,147.1,1.72,24.9,12,6,8,0,Precaución,26,88.1,9.99,0.89,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Oct,10,33,6.1,86.1,32.8,19.2,133.3,1.61,25.2,0,0,0,0,Precaución,25.5,85.4,6.83,0.861,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Nov,11,34,6.08,68.8,30.8,19.5,132.9,1.68,25.3,0,0,0,0,Precaución,25.5,82.2,1.57,0.688,14.99,-92.17,244
P013,Maíz,Cacahoatán,2017,Dic,12,35,6.18,50.7,31.9,19.6,131.7,1.69,25.2,0,0,0,0,Precaución,25.6,79.1,1.51,0.507,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Ene,1,36,6.11,41.5,43.6,18.9,139.4,1.77,25.3,12,0,8,0,Precaución,25.7,75.6,0,0.415,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Feb,2,37,6.07,40,31,18,137,1.72,26.2,0,0,0,0,Precaución,26.3,70.1,0.67,0.4,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Mar,3,38,6.07,37.7,32,19.2,135.4,1.73,27.5,0,0,0,0,Precaución,26.9,74.7,1.05,0.377,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Abr,4,39,6.15,38.8,31.5,17.4,139.5,1.7,27.4,0,0,0,0,Precaución,28,73,0.73,0.388,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,May,5,40,6.09,72.7,44.1,24.1,142.3,1.68,27.6,12,6,8,0,Precaución,28,79,4.53,0.727,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Jun,6,41,6.04,86.4,31.3,18.3,136.9,1.73,26.2,0,0,0,0,Precaución,26.5,85.6,7.95,0.864,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Jul,7,42,6.07,84.1,30.9,17.8,140.9,1.74,25.4,0,0,0,0,Precaución,26,84.6,7.5,0.841,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Ago,8,43,6.01,83.9,32.5,18.9,135.2,1.74,25.9,0,0,0,0,Precaución,25.7,85.2,7.7,0.839,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Sep,9,44,6.06,85.9,43.4,17.7,137.5,1.76,25.9,12,0,8,0,Precaución,25.2,85,9.56,0.859,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Oct,10,45,6.07,81.7,32.4,18.1,129.5,1.83,25.4,0,0,0,0,Precaución,25.5,87.2,7.77,0.817,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Nov,11,46,5.98,65.5,31.5,19.4,131,1.7,25.1,0,0,0,0,Precaución,25.3,80.6,1.4,0.655,14.99,-92.17,244
P013,Maíz,Cacahoatán,2018,Dic,12,47,5.96,51.1,31.4,17.2,138.5,1.75,25.4,0,0,0,0,Precaución,25.7,80.9,1.28,0.511,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Ene,1,48,6.18,46.9,45.9,25.1,134.1,1.73,25.4,12,6,8,0.2,Precaución,25.9,72.6,0.48,0.469,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Feb,2,49,5.93,43,30.5,18,135.1,1.78,26,0,0,0,0,Precaución,26.5,72.9,0.96,0.43,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Mar,3,50,6.05,35.3,33,18.1,140.5,1.76,27.5,0,0,0,0,Precaución,27.7,67,0.98,0.353,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Abr,4,51,5.97,43.4,30.7,19.7,131.2,1.81,27.3,0,0,0,0,Precaución,28.1,73.2,1.66,0.434,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,May,5,52,5.89,68.6,43.9,17.9,145.2,1.78,27.6,12,0,8,0,Precaución,28,78.3,3.61,0.686,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Jun,6,53,5.91,77.8,31.2,19.5,136.6,1.82,26.5,0,0,0,0,Precaución,26.1,79.9,8.02,0.778,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Jul,7,54,5.87,84.2,30,17.6,132.5,1.9,25.7,0,0,0,0,Precaución,25.7,87.8,7.27,0.842,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Ago,8,55,5.9,83.8,34,18.5,129,1.85,25.2,0,0,0,0,Precaución,26.1,82.3,7.18,0.838,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Sep,9,56,5.95,86,43.2,24,144.5,1.83,25.4,12,6,8,0,Precaución,25.5,85.8,9.02,0.86,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Oct,10,57,5.88,85,31.9,16.9,136.7,1.77,25,0,0,0,0,Precaución,25.9,86.2,7.44,0.85,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Nov,11,58,5.89,68.6,32.5,18.2,133.6,1.82,25.4,0,0,0,0,Precaución,25.7,82.7,1.82,0.686,14.99,-92.17,244
P013,Maíz,Cacahoatán,2019,Dic,12,59,5.96,51.9,30.8,17.2,132.5,1.88,25.6,0,0,0,0,Precaución,25.9,76.1,1.24,0.519,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Ene,1,60,5.86,47.1,42.4,17.6,142.7,1.8,25.3,12,0,8,0,Precaución,25.8,75.5,0.78,0.471,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Feb,2,61,5.91,42.2,32.7,17.3,133.4,1.85,26.1,0,0,0,0,Precaución,26.6,72.6,0.52,0.422,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Mar,3,62,5.81,32.9,31.1,16.5,129,1.85,27.4,0,0,0,0,Atención,27.8,71,0.29,0.329,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Abr,4,63,5.83,47.6,29.1,19.3,137.5,1.84,28.2,0,0,0,0,Precaución,27.8,72.2,1.35,0.476,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,May,5,64,5.84,66.2,41.6,24.1,146.8,1.94,27.3,12,6,8,0,Precaución,28.3,84.3,4.63,0.662,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Jun,6,65,5.82,89,29.4,18.3,133.3,1.85,26.2,0,0,0,0,Atención,26.5,83.3,7.44,0.89,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Jul,7,66,5.86,80.8,29.9,17.7,131.9,1.88,25.3,0,0,0,0,Precaución,26.2,87,7.69,0.808,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Ago,8,67,5.82,82.8,31.3,18.6,139,1.83,26,0,0,0,0,Precaución,26.3,84.7,7.29,0.828,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Sep,9,68,5.82,85.2,42.8,18.3,142.1,1.86,25.3,12,0,8,0,Precaución,25.6,87.8,9.27,0.852,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Oct,10,69,5.74,82.2,30.4,18.2,137.4,1.97,25.3,0,0,0,0,Precaución,26.1,89.3,7.89,0.822,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Nov,11,70,5.78,60.6,31.6,18.2,127.3,1.89,25.4,0,0,0,0,Precaución,26.1,82.6,2.12,0.606,14.99,-92.17,244
P013,Maíz,Cacahoatán,2020,Dic,12,71,5.8,44.5,30.4,18.6,129.4,1.88,25.2,0,0,0,0,Precaución,25.6,78.6,0.6,0.445,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Ene,1,72,5.95,43.8,41.5,22.6,145,1.93,24.9,12,6,8,0.2,Precaución,26.1,73.8,0,0.438,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Feb,2,73,5.76,33.8,29.5,17.9,128.1,1.9,26.1,0,0,0,0,Atención,26.4,73,0.35,0.338,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Mar,3,74,5.88,31.7,30.4,15.8,128.9,1.94,27.4,0,0,0,0,Atención,27.3,72.7,0.28,0.317,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Abr,4,75,5.74,42.6,28.9,18.2,133.4,1.92,27.5,0,0,0,0,Precaución,28.3,72.3,0,0.426,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,May,5,76,5.74,62.7,42.2,18.3,145.2,2.01,27.4,12,0,8,0,Precaución,27.5,84.4,3.34,0.627,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Jun,6,77,5.73,87.1,30.3,16.8,140,1.85,26.1,0,0,0,0,Precaución,26.5,81.4,8.43,0.871,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Jul,7,78,5.71,81.1,30.3,16.3,127.5,1.99,25.6,0,0,0,0,Precaución,25.7,84.6,5.87,0.811,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Ago,8,79,5.72,84.6,29.2,17.6,136,1.95,25.5,0,0,0,0,Precaución,26.4,88.1,8.99,0.846,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Sep,9,80,5.7,87.4,41.7,22.9,142,1.98,25,12,6,8,0,Precaución,25.7,89.4,9.04,0.874,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Oct,10,81,5.66,83.7,31.4,16.5,120,1.96,25.6,0,0,0,0,Precaución,25.5,84.3,7.49,0.837,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Nov,11,82,5.73,64.8,30.4,16.4,124.6,1.91,25.5,0,0,0,0,Precaución,25.5,83.6,2.61,0.648,14.99,-92.17,244
P013,Maíz,Cacahoatán,2021,Dic,12,83,5.71,44.1,30.5,16.9,134.1,1.91,25.6,0,0,0,0,Precaución,25.5,76.7,0.92,0.441,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Ene,1,84,5.7,40.1,41.2,17.5,136.9,1.98,25,12,0,8,0,Precaución,26.2,74.8,0.66,0.401,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Feb,2,85,5.6,37.7,29.5,18.9,131.9,1.97,26.4,0,0,0,0,Precaución,26.1,73.7,1.43,0.377,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Mar,3,86,5.66,35,31.5,15.7,132.8,1.98,27.4,0,0,0,0,Precaución,27.9,68.8,1.53,0.35,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Abr,4,87,5.59,37.4,28.9,17,130.1,2.03,27.9,0,0,0,0,Precaución,28.5,72.1,0.58,0.374,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,May,5,88,5.62,68,43.5,22.9,139.4,2,27.4,12,6,8,0,Precaución,27.4,81.8,3.74,0.68,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Jun,6,89,5.66,80.7,29.9,17.2,136.2,2.01,25.6,0,0,0,0,Precaución,26.6,84.4,7.99,0.807,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Jul,7,90,5.57,84.7,31.1,16.9,132.5,2.06,25.4,0,0,0,0,Precaución,25.9,87.5,6.71,0.847,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Ago,8,91,5.54,86.7,27.8,16.8,142.9,2.03,25.9,0,0,0,0,Precaución,25.9,85.5,7.95,0.867,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Sep,9,92,5.62,85.5,42.9,17.1,146.5,2.06,25.3,12,0,8,0,Precaución,25.7,85.7,9.87,0.855,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Oct,10,93,5.67,82.5,30.9,17.2,135.3,1.99,25.4,0,0,0,0,Precaución,25.9,86.4,7.22,0.825,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Nov,11,94,5.64,61.2,28.7,16.3,134.3,1.99,25.7,0,0,0,0,Precaución,25.9,83.4,2.79,0.612,14.99,-92.17,244
P013,Maíz,Cacahoatán,2022,Dic,12,95,5.58,52.6,28.5,15.7,132.4,2,25.2,0,0,0,0,Precaución,25.5,78.7,1.41,0.526,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Ene,1,96,5.76,47.6,42.1,20.7,138.9,2.04,25.9,12,6,8,0.2,Precaución,26.6,74.8,0.76,0.476,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Feb,2,97,5.55,36.6,28.9,17.1,132.5,2.07,26.1,0,0,0,0,Precaución,26.1,70.9,0.88,0.366,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Mar,3,98,5.61,35.6,29.7,16.3,130.7,2.07,27.1,0,0,0,0,Precaución,28,72,0,0.356,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Abr,4,99,5.52,39.9,29.4,17.6,127.4,2.04,28.1,0,0,0,0,Precaución,28.4,71,1.73,0.399,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,May,5,100,5.5,67.2,41.4,17.2,140.6,2.14,27.4,12,0,8,0,Precaución,27.8,82.8,3.69,0.672,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Jun,6,101,5.46,81.6,30.8,15.1,132.6,2.04,26,0,0,0,0,Atención,27.2,86,8.15,0.816,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Jul,7,102,5.47,85.2,27.9,17.2,132.6,2.11,25.7,0,0,0,0,Atención,26.4,84.6,7.72,0.852,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Ago,8,103,5.46,82.7,30.5,16,134.1,2.16,25.8,0,0,0,0,Atención,25.6,85,7.52,0.827,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Sep,9,104,5.54,91.2,39.2,20.9,143.1,2.06,25.3,12,6,8,0,Atención,25.5,86.9,8.52,0.912,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Oct,10,105,5.46,77.9,27.7,17.2,135.8,2.12,25.5,0,0,0,0,Atención,26.5,85.5,7.13,0.779,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Nov,11,106,5.38,66.1,28,16.6,126.6,2.09,25.7,0,0,0,0,Atención,25.1,83.1,1.91,0.661,14.99,-92.17,244
P013,Maíz,Cacahoatán,2023,Dic,12,107,5.44,52.4,25.2,17.2,133.5,2.13,25.6,0,0,0,0,Atención,25.2,74.3,0.53,0.524,14.99,-92.17,244
P013,Maíz,Cacahoatán,2024,Ene,1,108,5.5,41.8,41.3,16.2,139.7,2.16,25.6,12,0,8,0,Precaución,26,73.7,0.68,0.418,14.99,-92.17,244
